datasets/JPEGImages/img_00011.png 1 190 174 359 95
datasets/JPEGImages/img_00012.png 1 172 169 384 106
datasets/JPEGImages/img_00013.png 1 311 189 148 65
datasets/JPEGImages/img_00014.png 1 144 182 327 63
datasets/JPEGImages/img_00015.png 1 139 181 337 60
datasets/JPEGImages/img_00016.png 1 171 204 338 71
datasets/JPEGImages/img_00017.png 1 169 207 364 70
datasets/JPEGImages/img_00018.png 1 159 210 372 70
datasets/JPEGImages/img_00019.png 1 123 183 364 84
datasets/JPEGImages/img_00020.png 1 122 182 353 84
datasets/JPEGImages/img_00021.png 1 119 189 367 79
datasets/JPEGImages/img_00022.png 1 136 164 375 90
datasets/JPEGImages/img_00023.png 1 132 158 395 102
datasets/JPEGImages/img_00024.png 1 135 156 371 98
datasets/JPEGImages/img_00025.png 1 167 162 365 97
datasets/JPEGImages/img_00026.png 1 172 207 338 72
datasets/JPEGImages/img_00027.png 1 170 211 350 71
datasets/JPEGImages/img_00028.png 1 170 203 320 74
datasets/JPEGImages/img_00030.png 1 158 202 362 76
datasets/JPEGImages/img_00031.png 1 152 197 334 81
datasets/JPEGImages/img_00033.png 1 102 149 360 87
datasets/JPEGImages/img_00034.png 1 102 148 356 87
datasets/JPEGImages/img_00036.png 1 130 163 394 92
datasets/JPEGImages/img_00037.png 1 129 159 365 98
datasets/JPEGImages/img_00039.png 1 141 193 317 61
datasets/JPEGImages/img_00040.png 1 142 191 317 62
datasets/JPEGImages/img_00041.png 1 178 217 340 77
datasets/JPEGImages/img_00042.png 1 174 222 345 71
datasets/JPEGImages/img_00043.png 1 174 222 345 71
datasets/JPEGImages/img_00045.png 1 119 160 347 74
datasets/JPEGImages/img_00046.png 1 126 159 341 82
datasets/JPEGImages/img_00047.png 1 120 162 349 76
datasets/JPEGImages/img_00048.png 1 132 161 370 96
datasets/JPEGImages/img_00049.png 1 127 159 384 95
datasets/JPEGImages/img_00050.png 1 126 158 390 94
datasets/JPEGImages/img_00052.png 1 145 204 321 65
datasets/JPEGImages/img_00053.png 1 142 203 336 64
datasets/JPEGImages/img_00054.png 1 139 207 326 58
datasets/JPEGImages/img_00055.png 1 160 195 351 73
datasets/JPEGImages/img_00056.png 1 157 193 348 72
datasets/JPEGImages/img_00057.png 1 155 194 369 77
datasets/JPEGImages/img_00058.png 1 156 196 381 70
datasets/JPEGImages/img_00059.png 1 142 174 343 71
datasets/JPEGImages/img_00060.png 1 148 176 338 73
datasets/JPEGImages/img_00062.png 1 141 162 361 96
datasets/JPEGImages/img_00063.png 1 141 162 361 96
datasets/JPEGImages/img_00064.png 1 138 161 387 97
datasets/JPEGImages/img_00065.png 1 134 163 390 97
datasets/JPEGImages/img_00066.png 1 132 157 395 104
datasets/JPEGImages/img_00068.png 1 135 196 330 65
datasets/JPEGImages/img_00069.png 1 128 194 328 63
datasets/JPEGImages/img_00070.png 1 161 192 341 72
datasets/JPEGImages/img_00071.png 1 167 191 337 72
datasets/JPEGImages/img_00072.png 1 166 196 359 71
datasets/JPEGImages/img_00074.png 1 126 154 337 81
datasets/JPEGImages/img_00075.png 1 129 157 339 82
datasets/JPEGImages/img_00076.png 1 125 159 319 76
datasets/JPEGImages/img_00077.png 1 128 163 371 94
datasets/JPEGImages/img_00078.png 1 129 165 376 98
datasets/JPEGImages/img_00079.png 1 131 165 367 93
datasets/JPEGImages/img_00081.png 1 155 206 327 61
datasets/JPEGImages/img_00083.png 1 143 204 338 71
datasets/JPEGImages/img_00084.png 1 144 204 337 70
datasets/JPEGImages/img_00085.png 1 114 176 338 75
datasets/JPEGImages/img_00086.png 1 110 176 344 72
datasets/JPEGImages/img_00087.png 1 138 176 318 73
datasets/JPEGImages/img_00089.png 1 125 164 379 96
datasets/JPEGImages/img_00090.png 1 123 166 352 87
datasets/JPEGImages/img_00091.png 1 122 162 408 104
datasets/JPEGImages/img_00093.png 1 132 196 331 60
datasets/JPEGImages/img_00094.png 1 130 197 337 62
datasets/JPEGImages/img_00095.png 1 129 195 341 63
datasets/JPEGImages/img_00097.png 1 154 203 360 79
datasets/JPEGImages/img_00098.png 1 156 205 354 73
datasets/JPEGImages/img_00099.png 1 157 207 358 73
datasets/JPEGImages/img_00101.png 1 117 180 350 68
datasets/JPEGImages/img_00103.png 1 132 190 341 62
datasets/JPEGImages/img_00104.png 1 142 175 374 82
datasets/JPEGImages/img_00105.png 1 130 173 390 86
datasets/JPEGImages/img_00106.png 1 147 180 358 82
datasets/JPEGImages/img_00107.png 1 141 212 309 51
datasets/JPEGImages/img_00108.png 1 137 210 359 56
datasets/JPEGImages/img_00109.png 1 134 208 325 55
datasets/JPEGImages/img_00110.png 1 130 216 375 73
datasets/JPEGImages/img_00111.png 1 131 218 375 69
datasets/JPEGImages/img_00112.png 1 131 216 384 73
datasets/JPEGImages/img_00113.png 1 144 179 356 69
datasets/JPEGImages/img_00114.png 1 141 177 336 71
